"Tier","Subsystem","ShortSha","Date","Author","Subject","FullSha"
"3","Bounds & Exploits","80110857f","2025-08-29","ratkosrb","Area bound field was added to items in 1.7.","80110857fd3bdc439be00aa4a73a7daa10c715e4"
"5","General Systems","394c48b05","2025-08-29","ratkosrb","Fix item prototype structure in older builds.","394c48b0522b15b465913ac71ca95f6d8b634a0f"
"4","AI & Movement","0c1fcb563","2025-08-27","ratkosrb","Add some safeguards against using deleted item pointers.","0c1fcb5634885caae71d9cf66a3e5a5acf5484bd"
"4","AI & Movement","27698c426","2025-08-19","ratkosrb","Fix despawn time for non hunter pets.","27698c42628e6bd6abac04a2a95a5536b74dec51"
"5","Core Architecture","58f20eb0b","2025-08-17","ratkosrb","Fix string size checks in guild handler.","58f20eb0b2fd0af674c059e180eaacd3547d57db"
"5","General Systems","e74c1bfd5","2025-08-17","ratkosrb","Remove unused ordered set parameter from UpdateVisibilityOf.","e74c1bfd5832ada5e9ca29aaadd39ce6cc285b8b"
"2","Combat & Spells","8a6b1d0d3","2025-08-17","ratkosrb","Remove GenericSpellAI.","8a6b1d0d3288e8c738265efe4b0ccf9c885a5e10"
"4","AI & Movement","c59e50926","2025-08-04","NickTyrer","Add Feralas Creature Waypoints (#3103)","c59e50926e03fb6133b3a6cf835ba3cc08c95701"
"2","Combat & Spells","c2aee6abb","2025-08-04","NickTyrer","Correct Wandering Protector Waypoints (#3102)","c2aee6abb8bac655200dac8a830d408bbb63ea18"
"4","AI & Movement","2f20dd8e6","2025-08-04","NickTyrer","Correct Two Cliff Walker Paths (#3101)","2f20dd8e605073ed977744576cbca6834cfec632"
"2","Combat & Spells","8e4bb9bbb","2025-08-04","NickTyrer","Correct Wandering Forest Walker Waypoints (#3100)","8e4bb9bbbe1deaaf9f432385c7340075f523b191"
"5","General Systems","a40cc83bf","2025-08-04","NickTyrer","Correct Apothecary Lycanus Waypoints (#3099)","a40cc83bffa0f5534b44a8bd1803366012cfe2c5"
"2","Combat & Spells","9fd392fdb","2025-08-02","ratkosrb","Add many missing spells to mobs.","9fd392fdbce9bce9222418f6ae3454ae9f7bfc99"
"5","Encounters & World","f310bec9c","2025-08-01","NickTyrer","Correct and Add Warlock Summoning Quest Scripts (#3079)","f310bec9cea1dec891ac15f5111270aa59fc6ac4"
"1","Crashes & Security","b9cd08f7a","2025-08-01","ratkosrb","Fix possible crash in AutoStoreLoot.","b9cd08f7aa56fc810acd3cb792e712d826a8a33c"
"2","Combat & Spells","94b124a64","2025-08-01","ratkosrb","Avoid looking up threat targets through map.","94b124a64a4ab61749f5922b183b309c1840333a"
"2","Combat & Spells","61e84a16e","2025-08-01","ratkosrb","Add Tanaris Field Sampling spell script.","61e84a16e0b9547b2a8860d654536cfcc2f135d0"
"4","AI & Movement","5372b1a92","2025-07-31","NickTyrer","Add pathing for some drakes and franklin in burning steppes (#3088)","5372b1a923f9b5d8b60e1b717d6097fccc944d0f"
"5","General Systems","d23fdbcf6","2025-07-31","ratkosrb","Fixes for Jinxed Voodoo Pile.","d23fdbcf6f10fd23e2944dc44e0a44fcdb91548e"
"2","Combat & Spells","41ea20668","2025-07-28","ratkosrb","Remove GenericSpellAI from some mobs.","41ea20668ae868f016ad3e1ed24913d1d3aaa463"
"5","Encounters & World","53da79f55","2025-07-27","NickTyrer","Add missing scripts for Call of Water quests (#3094)","53da79f55b05548e3b3a0a3c1ba3b38adf2caabf"
"4","AI & Movement","57211d064","2025-07-26","ratkosrb","Allow using SCRIPT_COMMAND_REMOVE_OBJECT on creatures.","57211d064b599f4b6453b40b98c17eb79ae5a249"
"5","Encounters & World","49f63fb97","2025-07-24","ivgrekow","Prevent battlebots from chasing targets in stealth (#3095)","49f63fb972924b8265466d3258d8933085fe1f10"
"2","Combat & Spells","552dbef4e","2025-07-24","ratkosrb","Optimize iterating threat list in scripts.","552dbef4ea0618e94042bb92a8d2f73625622e0e"
"2","Combat & Spells","f401a67a0","2025-07-18","ratkosrb","Fix Power Word Shield not applying Weakened Soul in older patches.","f401a67a0f1ce4fcd8f8bb6485e8816fbbcecd90"
"5","Core Architecture","0a85bfe70","2025-07-18","Chero","Improve cell and map object guid guards.","0a85bfe70b1859a5f9346aaad3304aeecf05bb54"
"5","Encounters & World","92a943bc2","2025-07-17","ratkosrb","Improvements to Ragnaros script.","92a943bc278f474b362425d4331242d6a2dee672"
"5","Core Architecture","777976c62","2025-07-17","ratkosrb","Add command to view guild log.","777976c623b8d302294a47d667547818ec4ade7e"
"3","Bounds & Exploits","961832a32","2025-07-13","ratkosrb","Fix respawn exploit with Whitemane and Mograine.","961832a324aee57e8cb5d104d7693092258d445d"
"5","Encounters & World","dfdc28088","2025-07-12","ratkosrb","Fix recursion in quest drop code.","dfdc28088cb559b461497b3242b6e7d7681c610e"
"1","Crashes & Security","645ed83fc","2025-07-12","Chero","Change some ordered maps and sets into unordered.","645ed83fc0abc37d53a6be33ffbbf7108f91b9f9"
"5","General Systems","963be40a6","2025-07-12","Chero","Guard cell object guids behind mutex.","963be40a640d2d4dc2157557b74f6618237c1087"
"5","General Systems","c07900f84","2025-07-06","NickTyrer","Fix Affray Broadcast Text (#3084)","c07900f8425255e210b747fc58cbffdc2ea08f69"
"5","Core Architecture","c42b0526f","2025-07-05","ratkosrb","Check string size in guild packets and name some unknowns.","c42b0526f3a276103daebca160a3fdce105f9e67"
"1","Crashes & Security","3ea0cccc2","2025-07-04","ratkosrb","Patch changes to Scarshield Quartermaster.","3ea0cccc2ff438d14ecf7aafa88004e9500d130c"
"5","General Systems","c06622ffa","2025-06-27","coolzoom","Update windows runner to windows-latest (#3080)","c06622ffa8d8b103133fb0b072bc0656743a5d6c"
"5","General Systems","cc52075be","2025-06-27","schell244","Assign correct text to Henze Faulk (#3078)","cc52075be1d78342467f70cbb3579d85f1270407"
"5","Encounters & World","f30fdd47c","2025-06-24","NickTyrer","Update Script Texts (#3075)","f30fdd47ce3a3171a55691a12a70efc65252a743"
"1","Crashes & Security","b58d6a1f7","2025-06-16","ratkosrb","Fix a deadlock when boarding transports.","b58d6a1f7c988b8163656bef02ba6d0851aac768"
"4","AI & Movement","1e7c07965","2025-06-15","Wall","Prevent division by zero in Dynamic Object LoS checks (#3070)","1e7c07965343788b7dfe8cd36c0e3b13f27d6fb1"
"5","Encounters & World","85449de94","2025-06-14","ratkosrb","Rename Transport to ShipTransport.","85449de94810eb84502d7907d1d0f9c812a920f0"
"5","Encounters & World","344ca418f","2025-06-13","ratkosrb","Delete unused script texts.","344ca418f09e53a3530279336409f5d0b3a0e04f"
"4","AI & Movement","128f617f6","2025-06-12","ratkosrb","Specifying movement origin should be mandatory.","128f617f606d62eaf2571b298b0c54eb6875cd9c"
"2","Combat & Spells","6791795d5","2025-06-12","ratkosrb","Make spell_template table reloadable.","6791795d5166e85c93a551d4cfcf78e3e24a349e"
"5","General Systems","8da9c3fb4","2025-06-11","ratkosrb","Fix std::string being used as variadic argument.","8da9c3fb40f4f5454b96bea7caccf75782a6a162"
"4","AI & Movement","e2314a59f","2025-06-08","maloch11","Fix chain heal ordering (#3060)","e2314a59fad7c2d49754a3cedef189a9310a4f7e"
"5","General Systems","fbb65618f","2025-06-08","ratkosrb","Fix startup errors on low patches.","fbb65618f396eeaa6835be3ff3f291231dc7f83d"
"2","Combat & Spells","38bfb834c","2025-06-01","ratkosrb","Check if channeled spell is ignoring restrictions.","38bfb834c229ff67b908eda4a4424ca0a5da5a8b"
"5","General Systems","5afcc270e","2025-05-30","ratkosrb","Correct respawn time of Mok'rash.","5afcc270e79ea95691011031837d6f36203c38d2"
"5","Encounters & World","94089199e","2025-05-30","ratkosrb","Instances had no level requirements before patch 1.4.1.","94089199ec78ae8a1f3a1988ac3b70f03a4c3caa"
"2","Combat & Spells","271373a50","2025-05-30","ratkosrb","Fix being able to train some warrior spell ranks without required talent.","271373a502e59a2dd80401d4fb3ef38e8130bc11"
"5","General Systems","9e233d940","2025-05-30","ratkosrb","Correct period for Naxxramas as well.","9e233d9403a972dd6209e3574c8e22f67e0927e8"
"5","Encounters & World","64eb07f55","2025-05-30","ratkosrb","Correct transport periods for older clients.","64eb07f55881fd754a4a28fc7fdef0883477b939"
"2","Combat & Spells","3060114bc","2025-05-29","Chero","Use vector instead of list for procs list.","3060114bc5bf40e32330b88fca07b138a276c59e"
"2","Combat & Spells","776130c94","2025-05-29","Gamemechanic","Avoid resetting iterator when saving quest status. (#3050)","776130c9493a4c7acf9c8799c8c5e58142308520"
"5","General Systems","673365f99","2025-05-29","ratkosrb","Fix Ignite for old client versions.","673365f99adf7186319a27fd90c0a83ba7cf4c6b"
"5","Core Architecture","cbdc84c45","2025-05-26","ratkosrb","Don't reveal enemy team factions to players.","cbdc84c459aaea0fdef7323c072ed4dfffc6d8fd"
"5","General Systems","91f6a7836","2025-05-26","ratkosrb","Fix a comment.","91f6a78360ffbf9c5a36a8aeaf2880bf9dac537e"
"2","Combat & Spells","2c6a1fe8a","2025-05-26","ratkosrb","Move overrides for spells that can trigger weapon procs to db.","2c6a1fe8aa70a7ac2eecfc7b127bf1f05d9ee9f8"
"3","Bounds & Exploits","6be7a5938","2025-05-26","Gamemechanic","Remove Geometry::ClampOrientation (#3038)","6be7a59386bc5c7fda0daeaad966fb488dfb3041"
"2","Combat & Spells","428ca0a17","2025-05-25","ratkosrb","Define stat64 for BSD.","428ca0a17d3cd1212dec26ccad81bcf8f866e7a0"
"5","Encounters & World","a4ae5524c","2025-05-25","Josh","Add missing loot to Jade rare mob (#3034)","a4ae5524cbea21901bd0ab53e2b10d31c004b420"
"5","Encounters & World","dd89cf39b","2025-05-23","ratkosrb","Don't teleport player to homebind on logout inside invalid instance.","dd89cf39bf0a7562afb822f89e31fdb6d5ad0916"
"5","Core Architecture","92dd42881","2025-05-23","Chero","Remove useless query when loading auctions.","92dd42881d25139067c4f78533b262504263a753"
"5","Encounters & World","df189d7bb","2025-05-22","ratkosrb","Correct faction for all gameobjects.","df189d7bb007e86be247a2cc2e06780856ed4c51"
"5","Encounters & World","83efd262d","2025-05-21","ratkosrb","Make gameobject_template table reloadable.","83efd262df88a270af2a51a9ac0c0b64864a1743"
"5","General Systems","164269bf1","2025-05-21","ratkosrb","Fix wrong type and data for Sapphiron's Ice Block.","164269bf1d10d92976a2fbc83828fa76e32118c8"
"4","AI & Movement","b9f0a0e9c","2025-05-21","Gamemechanic","Move creature min max level check to ObjectMgr (#3015)","b9f0a0e9c7002d71c588bc2305fae17ba54e99a3"
"5","General Systems","a2d80095c","2025-05-21","FlagFlayer","Misc. DB fixes (#2953)","a2d80095ca6eb5629740a9ec0e173b3374b03d9e"
"2","Combat & Spells","c9894399c","2025-05-20","ratkosrb","Add spell scripts for some gm spells.","c9894399ca0c4cde55ef487d81248aac35046de3"
"5","General Systems","1b62245ba","2025-05-19","ratkosrb","Fix Goblin Mortar and Big Bronze Bomb.","1b62245bab0e45e6d0f0e8be716ef4084f208206"
"4","AI & Movement","bfce78ccd","2025-05-19","ratkosrb","Lock movespline mutex during extrapolation.","bfce78ccdbabb6bdb9d237de13ab5ecd879a3f98"
"2","Combat & Spells","98d3ccc35","2025-05-18","ratkosrb","Add some more spell scripts.","98d3ccc35492362bd917aa8d9b48e7a325d515d7"
"5","General Systems","47c79c8d3","2025-05-17","cpevors","Possible fix to XP per kill rounding issue (#3032)","47c79c8d37a219883dacb023a80450a8110fb2f8"
"4","AI & Movement","1245412a4","2025-05-16","ratkosrb","Reduce movement extrapolation.","1245412a44f4cb49f36a79a5c85ab610eeeef50b"
"5","General Systems","79418e50e","2025-05-16","ratkosrb","Fix not being able to move after login sometimes.","79418e50eaba1ca8816af7857c86bcea063525ff"
"4","AI & Movement","067f45091","2025-05-16","ratkosrb","Delete custom creature Vam.","067f45091d841a828a948b0285240532ab3f385b"
"1","Crashes & Security","6f393e0ba","2025-05-14","ratkosrb","Fix a crash.","6f393e0ba95c2de5dbf2ab919a208d8f727e8c1b"
"2","Combat & Spells","b94d61d1f","2025-05-13","ratkosrb","Correct attack speeds for some mobs.","b94d61d1f40248ccc5d302d162e5f2774f579030"
"5","General Systems","a7d022ae5","2025-05-13","ratkosrb","Reduce usage of ChatHandler.","a7d022ae5206278da510400a0bcb34e3f93d9326"
"2","Combat & Spells","b9342d4c3","2025-05-13","ratkosrb","Don't check damage origin for boss loot.","b9342d4c326e53620bfc91aee64fb1dc7008bbc6"
"4","AI & Movement","b661ec6cc","2025-05-12","ratkosrb","Improve chase movement against units moved by server.","b661ec6ccc1b4d3e485b6f24383f6a2b409afe30"
"4","AI & Movement","a0fa0adb1","2025-05-12","ratkosrb","Try to fix build again.","a0fa0adb1f1c497fd62f80d8518d2da788ce8570"
"5","General Systems","7da3254cd","2025-05-12","ratkosrb","Try to fix linux build.","7da3254cd8f13bf37e7fe12a397fd5a59029f242"
"4","AI & Movement","8f8f09dda","2025-05-12","ratkosrb","Separate chase and follow movement.","8f8f09dda63b63e3682a888a29e3ef8db04799e6"
"5","Encounters & World","0498b88f2","2025-05-10","ratkosrb","Brother Sarno's greeting script should be assigned to the areatrigger.","0498b88f22d4c5faf74a1a2e7ba4b9c41988176f"
"5","Encounters & World","af856a553","2025-05-09","Gamemechanic","Reagent vendors in Feathermoon Stronghold and Camp Mojache were added in 1.3 (#3024)","af856a553017f2c67de2415c1b18b0c332f8f0f6"
"4","AI & Movement","7fd712a72","2025-05-07","ratkosrb","Fix Dismiss Pet not decreasing happiness.","7fd712a727ee50782f8d7d8670b0abe35eb5f643"
"2","Combat & Spells","57c09afa7","2025-04-29","ratkosrb","Fix creatures being immune to spells that bypass immunities.","57c09afa76c4594da09ad2318e966fefcf12e91f"
"5","General Systems","f1857ed6a","2025-04-29","ratkosrb","Remove obsolete check.","f1857ed6afa16dc9b0857fa77f403e83c73e8d5c"
"2","Combat & Spells","9789ec61d","2025-04-29","Chero","Self cast spells shouldn't miss.","9789ec61d385a375d3c48257bbf6b4a7e77924b8"
"2","Combat & Spells","296fbe04b","2025-04-29","Chero","Cancel immediately channeled spells that are about to fail due to no more valid targets.","296fbe04b13881a84e4c604656e66fa099cedeb6"
"5","General Systems","354f3f5ae","2025-04-29","ratkosrb","Fix character creation.","354f3f5ae761935942a04c524cda87f9c9ee73f3"
"5","Core Architecture","42df226e6","2025-04-29","ratkosrb","Rename some unit flags.","42df226e63b60f2a17ea753c3b5c2639a7f337e9"
"5","General Systems","c53391ecf","2025-04-28","ratkosrb","Fixes for last commit.","c53391ecfb2b8b936432c369aad5cabd6c996f06"
"1","Crashes & Security","8f29214c1","2025-04-27","ratkosrb","Fix Eye of Kilrogg crash.","8f29214c13797602f851631d5604168ca9a30929"
"4","AI & Movement","2dae0ef85","2025-04-21","ratkosrb","Avoid copying the creature list in grid object updates.","2dae0ef85799fc34c2f9b62a1df3008cc069ebd0"
"4","AI & Movement","279b8e6a3","2025-04-21","Gamemechanic","Delete some TBC items wrongly retained in the database. (#3018)","279b8e6a379206e156f3003beb52d3aa8558147a"
"5","General Systems","f6fd0f33b","2025-04-20","ratkosrb","Fix a typo.","f6fd0f33b327cedcb5403d854b97e671b904eade"
"1","Crashes & Security","8bfd1f55c","2025-04-19","Gamemechanic","Fix potential g3d assert with debug los check (#3017)","8bfd1f55ca953a884883e9262048c2658550cbec"
"5","General Systems","4591fce5c","2025-04-19","Gamemechanic","Realmd: Fix masking of login string if password is empty (#3016)","4591fce5c121b83de383ac3a61fb1357cd0a74ec"
"2","Combat & Spells","d8c5284f9","2025-04-13","ratkosrb","Wandering Forest Walker should be elite before patch 1.8.","d8c5284f915dbd0cafce68bc98f00c2fd40349f7"
"1","Crashes & Security","2f1c62680","2025-04-13","Wall","Prevent crash in MoveMap.cpp (#3007)","2f1c626806be506ebea9ed4a6d15e1dcfa671bc1"
"5","Encounters & World","7f256a6a9","2025-04-13","Gamemechanic","Fixes for quest Cluck! (#3008)","7f256a6a977bff1969c7c0bd20bca06c15dd3e72"
"1","Crashes & Security","fdb5887f0","2025-04-12","Gamemechanic","Fix potential memory leak when adding partybots (#3006)","fdb5887f0680627d29b3053a24b6d048cdc8e4a7"
"5","General Systems","f4a971d41","2025-04-12","Chero","Misc code fixes.","f4a971d4191871714bd4f8d320057c0c744f01cf"
"5","General Systems","f327c986f","2025-04-11","FlagFlayer","Implement evade on evade flag and correctly link adds for Faerlina (#3005)","f327c986f822e96ca4925fc775f75c4c66517a87"
"1","Crashes & Security","f594f4000","2025-04-09","ratkosrb","Fix memory leak in send mail handler.","f594f4000a0ad64c2d5c23fd2636f1ee543a0a6c"
"5","General Systems","b959048c5","2025-04-08","ratkosrb","Fix build.","b959048c57397daaae7efd6338e9b68d1f2d90a0"
"2","Combat & Spells","e893ab8e5","2025-04-08","ratkosrb","Adding more spell scripts.","e893ab8e58e2a67aa88ceed3a7d7e399e95897cf"
"5","Encounters & World","f356ad522","2025-04-08","ratkosrb","Forgot to assign a script.","f356ad522e50c5f834a5081067e206e51c037e36"
"2","Combat & Spells","52be09548","2025-04-08","ratkosrb","Add more spell scripts.","52be095480a0819b76d4cf209196dea4df2f261e"
"2","Combat & Spells","227d3e501","2025-04-07","ratkosrb","Scripts for 2 other spells.","227d3e5010790a7c1935f0478384a6ebf9e5ea62"
"2","Combat & Spells","30e335309","2025-04-07","Chero","Implement SPELL_FAILED_EQUIPPED_ITEM_CLASS_MAINHAND and SPELL_FAILED_EQUIPPED_ITEM_CLASS_OFFHAND.","30e33530969ad1efda0e8fb0e79ed2c03da683db"
"2","Combat & Spells","d598919f9","2025-04-07","ratkosrb","Implement SPELL_FAILED_ALREADY_BEING_TAMED.","d598919f94c7ab7e9d095d3f6e7345eb38e1d8ee"
"2","Combat & Spells","b4efb1196","2025-04-07","ratkosrb","Allow disabling effect execution completely in spell script.","b4efb11968e6cd4bd8ebba2ed89de97875cc4c75"
"5","Core Architecture","f21fd9310","2025-04-06","ratkosrb","Use unique names for player bots.","f21fd93103eb11529021a11dc2e7c56fbedbcb8a"
"5","General Systems","6edfaf6f3","2025-04-06","Daribon","Correct Horde Guard waypoints. (#2911)","6edfaf6f302ac60a844311d64d2b3fe2f12b291f"
"5","General Systems","22ada9fcb","2025-04-06","Daribon","Add correct waypoints for Warsong Outrider. (#2891)","22ada9fcb418673e2618679cefd1a16c0bc8320d"
"5","General Systems","60c7f2d5d","2025-04-06","Daribon","Correct waypoints for Tenell Leafrunner. (#2890)","60c7f2d5d23723186373bf7681500eda4b871ce9"
"4","AI & Movement","491191deb","2025-04-06","ratkosrb","Name unknown field in SMSG_MAIL_LIST_RESULT.","491191deb745f2fb7f5691392d8e587b7584813d"
"5","Encounters & World","fb91fcc98","2025-04-04","schell244","Refactoring to Molten Core scripts (#2994)","fb91fcc98b5ebcc58c08a9fb7f3bf3c524834ef0"
"5","Encounters & World","116f709db","2025-03-30","schell244","Remove unused bwl script (#2992)","116f709dbcc49f5b430c7b295fd256fae931b516"
"1","Crashes & Security","185d8a441","2025-03-30","Stoabrogga","Fix crash using command ""wp modify del"" (#2991)","185d8a441bbfce504bde0f27a11471f993578b69"
"2","Combat & Spells","998868479","2025-03-28","NickTyrer","Add Missing Auras (#2985)","998868479c7a468b858ee00bd2466b6f56e039de"
"1","Crashes & Security","c9020ec9c","2025-03-28","Chaosvex","Fix potential crash in GetBaseModValue() (#2990)","c9020ec9cf41c410e9f2a39c4b7e1fc2ca0adb3d"
"1","Crashes & Security","340d88cb3","2025-03-28","Chaosvex","Fix memory leak in molten core script (#2989)","340d88cb39f9aef275d64c2c0989b6a56293f787"
"5","Encounters & World","de479947a","2025-03-27","Chaosvex","Don't perform multiple searches within instanceGroups (#2986)","de479947aa8cfb26749f20b2a1e12bdc43d8ad47"
"5","Encounters & World","e57bc16d9","2025-03-27","David Skywalker","Fix wrong name of loot logs config option. (#2983)","e57bc16d9d1407a5cb0b272177cff9c412fa285d"
"5","General Systems","c82dff027","2025-03-26","Stoabrogga","Fix command ""wp modify del"" (#2981)","c82dff02751b2cf8006d500abd0b90676239d9f7"
"5","Encounters & World","b9f613fa0","2025-03-23","ratkosrb","Add db scripts support for areatriggers.","b9f613fa037963f6b6ca929c8c400888ab197739"
"5","General Systems","39452bba6","2025-03-22","Wall","Fix sound assigned as emote in broadcast text (#2978)","39452bba606096faa14b77fc02101aa2c197c4f7"
"5","General Systems","8a94be59f","2025-03-22","Michael Serajnik","CI: Improve database readiness check in workflows. (#2977)","8a94be59fed32c43e12aa0aed8763227c1a45e89"
"4","AI & Movement","ec6aad3b1","2025-03-22","Michael Serajnik","Unsummon pet when using the Tonk Control Console. (#2948)","ec6aad3b132e8ce4b09b3e5ba51e5a3d84560b7a"
"5","Encounters & World","e83133454","2025-03-22","schell244","Convert more script texts to broadcast texts. (#2975)","e83133454db8dff4373f5aad50f10205dab28195"
"2","Combat & Spells","6d5cc149e","2025-03-22","ratkosrb","The command is not guaranteed to be a spell cast.","6d5cc149e4eb08c69f905e35488820b1ec14d03b"
"2","Combat & Spells","f485dfaf7","2025-03-22","ratkosrb","Add spell list for Plague Ghoul.","f485dfaf70d1112d796663aecfe3e47b787d747f"
"5","Encounters & World","7ebe79093","2025-03-21","schell244","Rework Garr script. (#2971)","7ebe79093b05c547bd2b8260099ea69e0807a61e"
"5","Encounters & World","cb2349c46","2025-03-20","ratkosrb","Don't target dead initial puller in C'Thun script.","cb2349c46a4a608dea5d110c80afb98980f66ca9"
"2","Combat & Spells","15e8b22f8","2025-03-20","ratkosrb","Move Crimson Bodyguard spells to spell list.","15e8b22f8dd1e0c80d9a7cf51dd9b8fa213d0a2a"
"5","General Systems","61ab759fb","2025-03-20","Wall","Update Majordomo Pre-Ragnaros Sequence (#2974)","61ab759fb8d49b01036775624097d0bc43603412"
"1","Crashes & Security","e38783372","2025-03-19","ratkosrb","Changes to ScriptTarget enum.","e38783372e82173c6f58d21e64634d1e2b9fd361"
"2","Combat & Spells","ef7cc4ac1","2025-03-19","balakethelock","Add target_type for target furthest enemy in spell casting AI (#2352)","ef7cc4ac186646bc5de4c6763183fba2ba80f231"
"5","General Systems","429ccdb3b","2025-03-18","Stoabrogga","Fix command ""wp add"" (#2930)","429ccdb3bf736e4320626c0734baf86706978c39"
"5","Encounters & World","9eaa668b9","2025-03-18","schell244","Cleanup of AQ40 scripts. (#2966)","9eaa668b95fd534a1bd7b8c03792e1cba1c9f911"
"5","Encounters & World","b6b7e26ae","2025-03-12","Wall","Improvements for Garr and Majordomo scripts. (#2964)","b6b7e26ae7c907688d86c3fd58747f2340a0040d"
"5","General Systems","f65037ad4","2025-03-12","schell244","Fix Majordomo being invincibile after intro (#2965)","f65037ad4aebb353e58624177aec4f06cfdb9d87"
"5","Encounters & World","61e5218ec","2025-03-12","schell244","Convert more script texts, add missing sounds (#2962)","61e5218ecea1b0eab786d68c104ae9538ba8cc8c"
"5","Encounters & World","d3a654316","2025-03-12","Daribon","Remove unused xpac texts from script_texts. (#2963)","d3a654316f17b91f7ba778c5447df1d8f6f684b6"
"5","Encounters & World","397a661f2","2025-03-12","Wall","Update Majordomo Executus script. (#2961)","397a661f2d1347b9b2795d3d2686f5a034311ccc"
"5","General Systems","c013a9500","2025-03-11","FlagFlayer","Check Item Level for Heavy Armor Kit after Patch 1.7 (#2954)","c013a950064660f173ec48ded9d95c15b4cc6ee5"
"5","General Systems","b9ba6ce3c","2025-03-11","Michael Serajnik","Fix 1.6.1.4544 build. (#2960)","b9ba6ce3cd83f2572549afa1d32f10902c0c064f"
"5","General Systems","0c63f28dc","2025-03-11","ratkosrb","Fix some world texts.","0c63f28dce9983e29e156bc7bd832ae2111d96dd"
"5","Encounters & World","680d1aee5","2025-03-10","ratkosrb","Merge pull request #2959 from Wall-core/development","680d1aee5f36e2513c3e63428c36fb5aee267d1f"
"2","Combat & Spells","bcd225ffa","2025-03-10","Chero","Prevent casting melee spells on far away units.","bcd225ffac75bcc8e5f4a27537ca0f4172708907"
"5","Encounters & World","dca192782","2025-03-10","Wall","Add enums and update hardcoded script texts","dca192782e2328400893553e95e07cc1df53d5bd"
"5","Encounters & World","07dbceeac","2025-03-10","ratkosrb","Merge pull request #2957 from Wall-core/development","07dbceeac094f2bc44d6b4e926631b6a65083f2e"
"5","Encounters & World","75a777819","2025-03-10","Wall","Update scripts to use broadcast_text","75a777819464c561523313e4cb0a06b0a1c61508"
"2","Combat & Spells","9c12b3afe","2025-03-05","ratkosrb","Add more spell scripts for class spells.","9c12b3afee3503a8c7b547f8ab94ca5884934097"
"5","General Systems","46183d287","2025-03-04","FlagFlayer","Correct despawn timer for Captured Rabid Thistle Bear. (#2949)","46183d287f80ab1ebf27bab12f37bc0b5b188c86"
"5","Encounters & World","01f42090d","2025-03-04","ratkosrb","Add missing Silithus PvP Event texts.","01f42090dda2dcf51ba27995b381ba061f1d55d8"
"1","Crashes & Security","666371ac3","2025-03-03","Wall","Fix crash in WaypointMovementGenerator. (#2938)","666371ac32ad4748137d402f57774875fdf55d7b"
"5","General Systems","2e47f9707","2025-03-02","ratkosrb","More fixes for Eye of Kilrogg.","2e47f9707c962918a8f2b1c73e77bab925b68bd4"
"4","AI & Movement","6530f7dce","2025-03-02","ratkosrb","Add separate movement log and fix Eye of Kilrogg getting cancelled.","6530f7dce28360e6891573cf87c227c3e6f5b4cd"
"4","AI & Movement","e22266c36","2025-03-01","Stoabrogga","Enable random movement for Mrs. Winters (#2927)","e22266c3666b315501d44ffca749d882b0a1ed2a"
"4","AI & Movement","e0966fcaa","2025-03-01","HerrTaeubler","Creature totems should not despawn when owner dies. (#2943)","e0966fcaa8ea0f3a8bce5253d0037add1e047063"
"5","Core Architecture","b20cf7d1b","2025-03-01","Michael Serajnik","Remove unused auction house bot configuration options. (#2942)","b20cf7d1b6ce051f63b3bf1ba2ec20a9cc92b436"
"5","General Systems","f11386a83","2025-02-27","ratkosrb","Fix the Tonk Control Console.","f11386a837ec8db453f0c916a9097a763295d504"
"5","General Systems","121179044","2025-02-27","Wall","Update FFA Server Mode to only include contested areas (#2934)","121179044447c17b8072dd8f8590680dea68185c"
"5","General Systems","e0d901f1e","2025-02-26","HerrTaeubler","Add support for both temporary and permanent battlebots (#2926)","e0d901f1eed2cfe4e10a61dcb00318549f48d9eb"
"5","General Systems","6f2c291eb","2025-02-25","Chero","Improve honorless target checks.","6f2c291eb6e929b9955bc8b0d1fe63807e0750d6"
"5","Encounters & World","405f2aac8","2025-02-25","NickTyrer","Add miscellaneous missing gameobject spawns (#2921)","405f2aac8934257d0bb750b8107f531e2f44be94"
"5","General Systems","8f3cb045c","2025-02-25","schell244","Fix some compiler warnings and explicitly set C++14 as the standard (#2929)","8f3cb045cb5f5923b45f8a3221acee1bfa4aee3d"
"5","General Systems","9e6d4aca5","2025-02-23","NickTyrer","Fix Error in Migration (#2922)","9e6d4aca5d758502cea8c6c657170b358e64667e"
"2","Combat & Spells","58832ba35","2025-02-22","schell244","Convert some item spell scripts to new system, (#2917)","58832ba351ca0c76867c14b7674a6e3a8284c240"
"5","General Systems","786760b60","2025-02-22","NickTyrer","Update and Tidy Mining Objects (#2914)","786760b60108cc71e258297157e68ea45c37e539"
"2","Combat & Spells","fe6fcb493","2025-02-21","ratkosrb","Move Demonic Sacrifice to spell script.","fe6fcb493687c61f0c6e57e0f96670c99cd5af0c"
"2","Combat & Spells","d141c9783","2025-02-20","ratkosrb","Remove unused parameter from SpellBonusWithCoeffs.","d141c9783ac6ea5177e48138ba2cec42c36fa04d"
"5","General Systems","afb90cd03","2025-02-20","ratkosrb","Add some missing caster checks.","afb90cd03d255a0d954b4facef4c5e862aa64666"
"2","Combat & Spells","a219793f2","2025-02-20","ratkosrb","Add scripts for some Warrior spells.","a219793f29bd950fe31dca0e04c7aa5c1350b23d"
