"ShortSha","Date","Status","Crucial","Category","Author","Subject","FullSha"
"998823e2b","2024-04-18","PENDING","NO","General Systems","ratkosrb","Do not create temporary item in CanEquipNewItem.","998823e2bc865fdc414453e84d2bb395c29d815e"
"a2054dfb9","2024-04-18","PENDING","NO","General Systems","ratkosrb","Try to make GCD more responsive.","a2054dfb9a04480aada79d1cee5daee4f661e65f"
"ae1a31737","2024-04-17","PENDING","YES","Crashes & Security","ratkosrb","What changes didnt it save?","ae1a317374dbf020693ae396f135a42436ef8a3f"
"79c5f503d","2024-04-17","PENDING","NO","General Systems","ratkosrb","Use readline on windows too.","79c5f503df39cd92eccc399443f8502eb8f9c248"
"04642dc6a","2024-04-16","PENDING","YES","General Systems","Daribon","Fix BWL Razorgore eggs. (#2585)","04642dc6adc52beab2f4c495a41b300c175e2307"
"edf18a727","2024-04-14","PENDING","YES","Crashes & Security","ratkosrb","I hate the fact git does not ignore changes in this file.","edf18a727b60a56ff865edf73838e791a105b0b4"
"13057b93b","2024-04-14","PENDING","YES","Crashes & Security","ratkosrb","Implement remaining changes from 1.7 patch notes.","13057b93bf1fe3ce5299a244386bd54844ce8638"
"e0e5b98f4","2024-04-14","PENDING","YES","Combat & Spells","ratkosrb","AoE spells count as attacking too.","e0e5b98f436be22a59efa23a3c8b925aadd4e984"
"5859663f7","2024-04-13","PENDING","YES","Encounters & World","ratkosrb","Fix wrong script id used by Zealor Lor'Khan.","5859663f7bfc500154e515bee6b2194464da6e11"
"4d54c3d76","2024-04-13","PENDING","YES","Crashes & Security","ratkosrb","Implement changes to Araj the Summoner in 1.7.","4d54c3d76fad9377899eb487379d20852f6f8568"
"e70f21305","2024-04-13","PENDING","NO","General Systems","ratkosrb","Araj the Summoner has a 50% chance to drop a scourgestone after 1.7.","e70f21305a724da3dd792eadc54da820519452d2"
"9471df873","2024-04-13","PENDING","NO","General Systems","ratkosrb","Less Stranglekelp spawned before 1.7.","9471df873b74f4f5188b79b5ab779263d95c920d"
"5d6c3e102","2024-04-13","PENDING","YES","Combat & Spells","ratkosrb","Attacking Cancels flag should be checked at end of spell casts too.","5d6c3e10266df85f93d22aedeef124ca3378dc1b"
"d7a3e4609","2024-04-13","PENDING","YES","Combat & Spells","ratkosrb","Disable Core Hound melee attack and combat movement while feigning death.","d7a3e4609e626c0b9d095ba4b8194bb131089d27"
"d932a5f3c","2024-04-13","PENDING","NO","General Systems","ratkosrb","Drop chance for BoE bracers and belts in MC was lower before 1.7.","d932a5f3cdcbace62e5322e67b2ef43d787bd318"
"b67a84065","2024-04-13","PENDING","YES","Combat & Spells","ratkosrb","Add build to primary key of spell threat table.","b67a8406564e8f898df75d444b19df8c752e59be"
"0ce03b62a","2024-04-13","PENDING","NO","General Systems","ratkosrb","The mana regen effect on Lorekeeper's Ring and Advisor's Ring was On Use before 1.7.","0ce03b62a76c5195eeb8601204e970a1a980519b"
"38046c965","2024-04-13","PENDING","YES","Crashes & Security","ratkosrb","Rethban Ore, Black Diamonds and Pristine Black Diamonds were changed in 1.7.","38046c9654f5c8be5f8380caa912de87292a8e54"
"5e03a8a8f","2024-04-13","PENDING","NO","General Systems","ratkosrb","Scout's Blade was not sheathed at the hip before 1.7.","5e03a8a8f136a95ef510f3776d46527409f6f43b"
"5b2ab6fa6","2024-04-13","PENDING","YES","General Systems","ratkosrb","Marshal's Silk Gloves did not improve Mana Shield before 1.7.","5b2ab6fa68345a345fe2476dc268d903e384e1bd"
"57e826ba1","2024-04-13","PENDING","NO","General Systems","ratkosrb","Alterac Valley Spring Water required level 45 before 1.7.","57e826ba1da2475f3e8d4fbbb64b823a8901d0d6"
"b2a304368","2024-04-13","PENDING","NO","General Systems","ratkosrb","Bonereaver's Edge ppm was lower in older patches.","b2a304368a089d8373bdb773c18c852e90808df6"
"e89903c50","2024-04-13","PENDING","NO","General Systems","ratkosrb","Sweeping Strikes should not flag you for pvp after 1.7.","e89903c50a7dcbac5f859cff5b54b21983378905"
"881112a31","2024-04-13","PENDING","YES","Combat & Spells","ratkosrb","Shield Slam did less threat before 1.7.","881112a3132ebaaf40438abf69953f7785f7a438"
"f8025a995","2024-04-13","PENDING","NO","General Systems","ratkosrb","Stance specific buffs should be cancelled on switching stances before 1.7.","f8025a995de24c33d3831cc8afa4d73d97e83847"
"2a4c9b1ed","2024-04-13","PENDING","YES","Combat & Spells","ratkosrb","Retaliation should not proc while in CC.","2a4c9b1ed7e67ded56d75565e436a5fe1beb2911"
"ff6091733","2024-04-10","PENDING","YES","General Systems","ratkosrb","Fix The Scourge Cauldron.","ff6091733b46a4d9adb91cbc0d53733e3a1bc3e1"
"afb948254","2024-04-10","PENDING","YES","AI & Movement","ratkosrb","Fix movement speed after flight.","afb9482545bc3037bf669756315e890b7859f91a"
"f3a905e51","2024-04-10","PENDING","YES","General Systems","ratkosrb","Fix Reanimated Corpse.","f3a905e51bc31489241d46fb818b96e3a72092c5"
"af3fb8803","2024-04-10","PENDING","YES","General Systems","ratkosrb","Fix Core Hounds.","af3fb8803485ab1e249fb34a4588d2ad12439835"
"6ac02e807","2024-04-09","PENDING","YES","AI & Movement","ratkosrb","Make the movement tracking be per 10 sec interval.","6ac02e807398eb1c7d9d52df2d58e5224aab4d25"
"1d71bc9c6","2024-04-09","PENDING","NO","General Systems","ratkosrb","This should be behind ifdef.","1d71bc9c6cfc96b85aebb1b1071193863f1bebec"
"fe923fc38","2024-04-09","PENDING","YES","AI & Movement","ratkosrb","Implement batching and compression of movement packets.","fe923fc3828e54bcbbbfeff062578670444d7ff2"
"bd5abee32","2024-04-09","PENDING","YES","Encounters & World","ratkosrb","Put transport passengers access behind mutex.","bd5abee3253021b1e34e4fc75244081e24b6ddae"
"d76a21b15","2024-04-08","PENDING","YES","Encounters & World","ratkosrb","New script for High Priest Thekal.","d76a21b150686311acffde658b7230d16f33b0a1"
"4c4013bb6","2024-04-07","PENDING","YES","General Systems","ratkosrb","Fix ringing the AQ gates gong.","4c4013bb6d2fafdffcacd5929bbb1333f475151e"
"8f06c0485","2024-04-07","PENDING","YES","AI & Movement","ratkosrb","Fix bypassing Rajaxx's captains.","8f06c048507e72b2ec8cc1447725604f61035ad2"
"301150737","2024-04-07","PENDING","YES","Crashes & Security","Imran Hussain","Use close() instead of freopen() to stop readline leaks (#2573)","3011507375b2b3fb9b9e9889b8e6f113021e4f0b"
"b6df5fe3e","2024-04-06","PENDING","NO","General Systems","ratkosrb","Disable immortality before Viscidus suicides.","b6df5fe3e1c67fc861a56300ac2e94e8e9c45ba0"
"191e3af38","2024-04-06","PENDING","NO","General Systems","ratkosrb","Disable immortality after High Priestess Jeklik enters phase 2.","191e3af38f053d8b69a0f2535127ce8365160b71"
"3febff1d8","2024-04-05","PENDING","YES","Combat & Spells","ratkosrb","Add missing static flags to some unused mobs.","3febff1d84059c970bbeedd3f1871260bde18e03"
"a4867d55d","2024-04-04","PENDING","NO","General Systems","ratkosrb","Assign broadcast text id to gossip options that are missing it.","a4867d55d840397e4b99cb08e78e3d0c2176a4b1"
"d824ddc9f","2024-04-04","PENDING","YES","AI & Movement","ratkosrb","Add missing gossip menus for Love is in the Air.","d824ddc9f8799545de174a41ec84772d56f8feed"
"f53de3d5b","2024-04-03","PENDING","NO","General Systems","ratkosrb","Remove offline chat functionality.","f53de3d5b43d1654f02e7ee2c8e3f6b5e1f5c907"
"8a8f818ab","2024-04-03","PENDING","YES","General Systems","ratkosrb","Fix old and new version of Tresa MacGregor.","8a8f818ab9c982963b8c78d594083cd953c894b4"
"081ed9781","2024-04-03","PENDING","NO","General Systems","ratkosrb","Add official point of interest locales.","081ed978113cb6079ba2e8435ac45af585a11b11"
"b0150b1df","2024-04-02","PENDING","NO","General Systems","Daribon","Spawn AQ gong pre patch 1.9. (#2567)","b0150b1df8fe28747f1be259aaff7fa8a908e19c"
"2b94b4d18","2024-04-02","PENDING","YES","Core Architecture","ratkosrb","Fix Zinfizzlex's Portable Shredder Unit.","2b94b4d18df7a269deabd3519e1817b86545a342"
"4f067300b","2024-04-02","PENDING","YES","Crashes & Security","Neto","Fix client crash on quest item retrieval over 63 (#2459)","4f067300bd43f2119456f84fcbdf48fa11cddc5b"
"5dd188a3b","2024-04-02","PENDING","YES","AI & Movement","ratkosrb","Squish creature extra flags.","5dd188a3bf15d439d70770fb8d2ec57c51f8403e"
"d57f12a16","2024-04-01","PENDING","YES","Combat & Spells","ratkosrb","Fix Blackhand Assassin casting spells while in CC.","d57f12a16b853c38c8141a470072b5458cd044c6"
"a8ca7e1d4","2024-04-01","PENDING","NO","General Systems","ratkosrb","Add some missing data for unused mobs.","a8ca7e1d4e35f0b5ac3e3a1f840eb42c57999470"
"c76f1257c","2024-04-01","PENDING","YES","Combat & Spells","ratkosrb","Replace static flags of unused mobs.","c76f1257c30b0da69a7bf388601601c3b788ea39"
"e76a7ae06","2024-04-01","PENDING","YES","Combat & Spells","ratkosrb","Implement creature static flags.","e76a7ae06c082ec1f15f335ae9a76bdf937f99c1"
"20676321e","2024-03-31","PENDING","YES","General Systems","ratkosrb","Fix wrong value in comment.","20676321e0a2869d01a3fd4ae5bbcdd0b0a38e4f"
"ea784aae7","2024-03-30","PENDING","YES","AI & Movement","ratkosrb","Add correct creature type flag names.","ea784aae762f6d402d4767a44891afdce1c8833c"
"3f7655a11","2024-03-30","PENDING","YES","Bounds & Exploits","balakethelock","Removed strict range check in dungeons (#2565)","3f7655a113df7cf5c61410fc15eeeca8530899f2"
"f2440ed05","2024-03-30","PENDING","NO","General Systems","ratkosrb","Add const qualifiers to various pointers passed to functions.","f2440ed053f6d8b484874b83b0644779d2047858"
"f0380a4d6","2024-03-29","PENDING","NO","General Systems","ratkosrb","Flash of Light should not consume 2 charges of Talisman of Ascendance.","f0380a4d6675a36989ef11d53a453f85ca582123"
"1d0d1ed4c","2024-03-28","PENDING","YES","Core Architecture","Michael Serajnik","Use concurrent.futures and improve user feedback in mmap_extract.py. (#2559)","1d0d1ed4c0f0cb412ef0414f2ac97e23bddff8ce"
"5c459aa0a","2024-03-28","PENDING","YES","Combat & Spells","ratkosrb","Hakkari Frostwing should wander and share spawns with Hakkari Sapper.","5c459aa0a0a4e1005d5fbd91404c7ca67d60a9b6"
"41cf9d618","2024-03-25","PENDING","YES","AI & Movement","ratkosrb","Protect TeleportTo against null current map.","41cf9d61806ceb0e5c6d5267243e9f104be63c8d"
"f29e7e510","2024-03-23","PENDING","NO","General Systems","ratkosrb","Assign patch to pool rows.","f29e7e510a7f5f1be882ed84ff3f2512a0818da7"
"d0b2446d7","2024-03-23","PENDING","NO","General Systems","ratkosrb","Implement Warpwood Pod traps.","d0b2446d73f6fec233f3549f9c1e8cca77c5e6fe"
"c823eba8b","2024-03-21","PENDING","YES","Crashes & Security","ratkosrb","Implement some changes from 1.7.0 patch notes.","c823eba8b704633761a5224fa32213864474ffeb"
"6b5055732","2024-03-20","PENDING","YES","AI & Movement","ratkosrb","Make creature_template table reloadable.","6b50557328814105f7977d988129a5e0df3808da"
"2a615b207","2024-03-20","PENDING","YES","Combat & Spells","ratkosrb","Sync SpellBaseDamageBonusTaken and SpellBaseHealingBonusTaken.","2a615b20721c32eb320d5d71171b95054187c37c"
"d11082aa0","2024-03-20","PENDING","NO","General Systems","ratkosrb","Dampen Magic should not reduce periodic healing to zero.","d11082aa071c8b8f8da08957fefa9879b7a19321"
"e2d8d78b8","2024-03-20","PENDING","YES","Core Architecture","Michael Serajnik","Fix MoveMapGen exit codes. (#2558)","e2d8d78b8527d65188c94f251db25bce8e0415aa"
"7e46b4c34","2024-03-18","PENDING","YES","General Systems","Shudza","Fix BG area trigger message displaying wrong team as requirement (#2557)","7e46b4c345c576f2e06717ce1503fe4c85866b63"
"b6ee9b4d6","2024-03-18","PENDING","YES","Core Architecture","Michael Serajnik","Pass through arguments in mmap_extract.py. (#2556)","b6ee9b4d6b98088d27e2a8f0b4696e3c26e8705a"
"e5ba29cb9","2024-03-18","PENDING","NO","General Systems","Imran Hussain","Use gnu readline for linux console cli (#2527)","e5ba29cb92a568db2cd99f7893e6cd343334e0e0"
"f2e23b29c","2024-03-18","PENDING","YES","Core Architecture","Michael Serajnik","Determine list of maps programmatically in mmap_extract.py. (#2541)","f2e23b29c6c95763aa8aaa9ccae3c6c2e3fafb13"
"b7487d03b","2024-03-18","PENDING","YES","Combat & Spells","Gamemechanic","Fix dereferencing null poiner in ProcessAnticheatAction (#2554)","b7487d03bde2190d042ae8ee14a40d923f551acd"
"77c2185a6","2024-03-16","PENDING","YES","AI & Movement","ratkosrb","Improve building path without mmaps.","77c2185a6a0eba19bd8089f60c12819980041df3"
"b28d0f332","2024-03-16","PENDING","YES","AI & Movement","ratkosrb","Revert ""Add options to disable mmaps for random movement.""","b28d0f33205aaabbd03ef7088d829b1b22ef8d79"
"3632d4dc6","2024-03-15","PENDING","YES","General Systems","balakethelock","Remove Flametongue hackfix (#2551)","3632d4dc6e645e5363d5443e01547ebd4a5f7363"
"9404257ba","2024-03-13","PENDING","YES","Core Architecture","ratkosrb","Better fix for guild tabards not showing on character selection.","9404257ba3e6b153936ffc21552ce933c5437ee1"
"0a13a4c15","2024-03-13","PENDING","NO","General Systems","Michael Serajnik","CI: Remove unnecessary wget installation. (#2546)","0a13a4c15cf1a18e97fa542540fe821c4f9c77eb"
"7722ce3a6","2024-03-11","PENDING","YES","General Systems","ratkosrb","Fix some issues with wind stones.","7722ce3a66b1e8b4798cda4f9836f7cc91bde7b7"
"38b42e1ad","2024-03-11","PENDING","YES","AI & Movement","ratkosrb","Add options to disable mmaps for random movement.","38b42e1ad5bd023e936510e0b2819eb57b961955"
"5ccd13fd9","2024-03-11","PENDING","YES","Core Architecture","ratkosrb","Fix guild tabards appearing blank on character selection.","5ccd13fd9351026c83b0ad3ac6094f7d1b011200"
"f41e588c7","2024-03-11","PENDING","YES","General Systems","ratkosrb","Fix going over visible buff limit.","f41e588c72925c7dd3fe738022213b8227efc827"
"f3ad95970","2024-03-10","PENDING","YES","General Systems","Michael Serajnik","Fix build with anticheat. (#2545)","f3ad95970a79a2be2cac7daa54d3779fb83e138a"
"89e918e81","2024-03-10","PENDING","YES","Encounters & World","ratkosrb","Add separate log file for scripts.","89e918e814580087820677aea04a2c2c39fbe226"
"b88271366","2024-03-09","PENDING","NO","General Systems","Gamemechanic","Minor code cleanup in World.cpp (#2543)","b882713662ecdc2431aeb1dd61d23c7a5796104c"
"5e142e104","2024-03-05","PENDING","NO","General Systems","ratkosrb","Add flags to gobject info command.","5e142e104c8033cd0505cf8e060f37e263f503fe"
"f093d9bde","2024-03-05","PENDING","YES","Combat & Spells","ratkosrb","Send chance on hit procs before melee swing packet.","f093d9bde54f9d67b9c2714551960ed2f9c8b009"
"36850ac60","2024-03-05","PENDING","YES","Crashes & Security","ratkosrb","Change size of some columns.","36850ac601b4656471a9f58bef0446b6d898b699"
"a66a6442d","2024-03-04","PENDING","YES","General Systems","Shudza","Remove not needed code in HandleAuthSession (#2535)","a66a6442da9f33d1c1432f1e495556f998a06de8"
"fa09f08ff","2024-03-04","PENDING","YES","Combat & Spells","balakethelock","Implement combat reach based pathing for chase and charge (#2386)","fa09f08fff038fea64a6472506d48b29aad00e56"
"44cdeed2d","2024-03-04","PENDING","YES","Combat & Spells","ratkosrb","Fix spell channel updates.","44cdeed2d0285f1ec2d7c1c8ef5494a762234d28"
"8a0c9e3a6","2024-03-03","PENDING","YES","Encounters & World","ratkosrb","Move Rookery Hatcher script to db.","8a0c9e3a6834f7b715b8e18952ebe012420827fa"
"34f232881","2024-03-02","PENDING","YES","Crashes & Security","ratkosrb","Fix crash with Mutating Injection.","34f232881efbdb3b6819be4a29643d9dcbfe53ff"
"d92934ded","2024-03-02","PENDING","YES","Crashes & Security","ratkosrb","Fix possible crash with Web Wrap mob.","d92934ded35e47c44f6d036c6c6b5b9e261382e1"
"57b5800f1","2024-03-01","PENDING","YES","AI & Movement","ratkosrb","Always show honor maintenance message.","57b5800f11a409a7b97bc3c79032156e3d044442"
"a2fd274a6","2024-03-01","PENDING","YES","Combat & Spells","ratkosrb","Only melee abilities trigger weapon procs and damage shields.","a2fd274a626f35994f6948523f12d871e370de4f"
"747cde6e3","2024-03-01","PENDING","NO","General Systems","ratkosrb","Make sure we are in world before sending miss log.","747cde6e395026bfd26d0fe93fce56b796b749ab"
"02a4f5711","2024-03-01","PENDING","YES","Combat & Spells","ratkosrb","Send SMSG_SPELLLOGMISS when SMSG_SPELL_GO is not sent.","02a4f5711dd6606e82b33cf9b0491c86bea6fea6"
"17eb71181","2024-03-01","PENDING","YES","Crashes & Security","ratkosrb","Undo changes to order of procs and damage.","17eb711815cb36f1ccd3a208a1d5a5d7368da0b3"
"e454aeb93","2024-02-29","PENDING","YES","General Systems","Daribon","Correct BWL spawns. (#2191)","e454aeb9396cacad8ab393c115fa298fca8302a0"
"47fccb3fc","2024-02-27","PENDING","YES","Crashes & Security","ratkosrb","Fix possible crash in Alzzin script.","47fccb3fc1530db989647cd0202e07145483a343"
"02c888b8a","2024-02-26","PENDING","NO","General Systems","Michael Serajnik","CI: Determine date using dedicated action. (#2528)","02c888b8a1b4ad43d1822e77b1b4c59fb4b66581"
"32cff88ed","2024-02-26","PENDING","YES","AI & Movement","Michael Serajnik","CI: Replace automatic release action with maintained version. (#2526)","32cff88ed722c682af53a14b3f35d229a9c4dc4e"
"033c197c0","2024-02-26","PENDING","YES","General Systems","Michael Serajnik","CI: Merge artifacts together to fix not being able to use the same name. (#2525)","033c197c024758a0d35695302647dfeb49ad0a24"
"0c6dcf4db","2024-02-26","PENDING","YES","General Systems","Michael Serajnik","CI: Update actions. (#2524)","0c6dcf4dbfba30bd272b05a64b107104bd4cd08c"
"653aacc4a","2024-02-26","PENDING","YES","General Systems","Michael Serajnik","CI: Update APT package lists before installing packages. (#2523)","653aacc4a9a28840bd00b50b11c0ab628b449195"
"29a47bd21","2024-02-26","PENDING","YES","Combat & Spells","Gamemechanic","Remove statue type from totems. (#2522)","29a47bd21d76943cb93177d5334781300578e809"
"0ac4878b1","2024-02-25","PENDING","YES","Combat & Spells","Gamemechanic","Fix spell targets for Spectral Deathknight and Patchwork Golem (#2521)","0ac4878b19972a4295ac6e7f9db49bb08a14c3e7"
"f73853c43","2024-02-25","PENDING","YES","Encounters & World","ratkosrb","Move Grobbulus Cloud script to db.","f73853c43cf9b7c774297025e423ae1ac5de01c6"
"6d2863cb3","2024-02-23","PENDING","YES","Core Architecture","ratkosrb","Make sure horseman is not a spirit when summoning player.","6d2863cb3be615f73f21c696e12a57b674d032f4"
"1720fe3cd","2024-02-23","PENDING","YES","AI & Movement","ratkosrb","Check movement flags for interrupts on movement.","1720fe3cd52088246ba345f24f3ecac5b80a4fe5"
"46a6641c8","2024-02-21","PENDING","YES","AI & Movement","ratkosrb","Pause waypoint movement when casting.","46a6641c83ff98e4ef2b17ad226aba02b38e8406"
"b54d3e7b5","2024-02-21","PENDING","NO","General Systems","ratkosrb","Make 4 Horsemen summon far away victim.","b54d3e7b576811f4b771aa7022e7c2a1f466120c"
"7d9888461","2024-02-20","PENDING","YES","Core Architecture","ratkosrb","Fix unintended bitwise condition in mmap generator.","7d9888461f3a16d1f35ef621e661ff34a6e9d9ba"
"4f7dd2dc2","2024-02-20","PENDING","YES","General Systems","Imran Hussain","[RealmMerge] Fix building on linux with gcc/g++ (#2519)","4f7dd2dc22c6536aa00856d4553fef53378d2d3e"
"cf7b796a2","2024-02-20","PENDING","YES","General Systems","ratkosrb","Check these columns for 0.","cf7b796a2dafedf9b3bf4059038e410235a97af4"
"5aa51c60e","2024-02-20","PENDING","YES","General Systems","ratkosrb","Update some columns i missed.","5aa51c60ec80aca8d3e3b23e8f7d86fbe50c9c91"
"102839cc1","2024-02-19","PENDING","NO","General Systems","ratkosrb","Add helper for merging character databases.","102839cc1a7e486bd3742bef8761e5d5a52a4653"
"c89aea301","2024-02-18","PENDING","NO","General Systems","Gamemechanic","Align Cell.data.Part fields by 8 bits and enlarge Cell structure to 8 bytes (#2261)","c89aea301335e5a34780efbb1c520f461c3cdb16"
"abf0be6fd","2024-02-15","PENDING","YES","General Systems","ratkosrb","Fix not being able to pick pocket some mobs.","abf0be6fd32dfa141e4d78199cf182db00e9ed5e"
"5c2e2e756","2024-02-15","PENDING","YES","Combat & Spells","ratkosrb","Fix cheat status command.","5c2e2e7561dc1dba45e857c54ca3f41164d9575d"
"495e1efe4","2024-02-15","PENDING","YES","AI & Movement","ratkosrb","Unify god mode with invincibility HP threshold from EventAI.","495e1efe43fedfe26e11068288cf04b1b1fc6290"
"c4708f86c","2024-02-15","PENDING","NO","General Systems","ratkosrb","Define and implement CHARACTER_FLAG_RESTING.","c4708f86c6882d19c2960ec72ac211c956a3ce33"
"3b8d5b50e","2024-02-13","PENDING","YES","AI & Movement","Michael Serajnik","Wait for database availability in workflows. (#2511)","3b8d5b50e7a6ae8abe37f5bed2e590772674892f"
"97d840c01","2024-02-12","PENDING","YES","AI & Movement","balakethelock","Anubisath Defender EventAI adjustements (#2441)","97d840c01bb9b2a12bfeb6d450f1814d2d841957"
"8bfdec8a8","2024-02-12","PENDING","NO","General Systems","Imran Hussain","Auto detect MariaDB dependencies (#2475)","8bfdec8a8b59f308b0ee49a45cbc74c450ebffb5"
"f9b8bc532","2024-02-12","PENDING","NO","General Systems","Ilya","Clear partybot target after casting buff (#2479)","f9b8bc532086352b11280b964bc7d48356640c78"
"68026c395","2024-02-12","PENDING","NO","General Systems","Ilya","Make partybots use Prayer of Shadow Protection (#2504)","68026c3950f82c8027952fdfbba1e203030adbaf"
"a98d2b6c4","2024-02-12","PENDING","YES","Combat & Spells","ratkosrb","Remove auras after we are finished iterating through them.","a98d2b6c4c711e161e5438024f521f0f4ebea088"
"86ec9aa8a","2024-02-12","PENDING","YES","Combat & Spells","ratkosrb","Do not remove Amorous auras on evade.","86ec9aa8a9a3d5dd69e824aed52b969c8ccabbb0"
"8e09be674","2024-02-10","PENDING","NO","General Systems","ratkosrb","Save the subnet mask as uint32.","8e09be6745b8876751deb19e6c03522c0fec39f4"
"684929b3c","2024-02-10","PENDING","NO","General Systems","ratkosrb","Use local address in realmd.","684929b3c36024eb560f779b41b2a8ebc0320dad"
"f43ae96d1","2024-02-08","PENDING","NO","General Systems","ratkosrb","Reimplement silithus wind stones.","f43ae96d14e7910b9c816f112baefd82d32e9e86"
"d399e73e9","2024-02-07","PENDING","YES","Combat & Spells","ratkosrb","Handle procs after dealing spell damage.","d399e73e97f05bb82e914f9aac637d84610dea9f"
"e9f260aee","2024-02-07","PENDING","YES","Combat & Spells","ratkosrb","Handle procs after dealing auto attack damage.","e9f260aee831a987a2a66f480244cf95d085d9ad"
"f3e83eb8b","2024-02-06","PENDING","YES","Combat & Spells","ratkosrb","Reset emote state upon reloading creature addon.","f3e83eb8b9c74b0207af591d3148ec78671e1a62"
"68f872953","2024-02-06","PENDING","YES","General Systems","ratkosrb","Fix migration.","68f8729537d94f219c436de5231c95c6bbccda7c"
"902ec55ae","2024-02-06","PENDING","YES","Encounters & World","ratkosrb","New script for Private Hendel.","902ec55ae178772d5a7fc4e46582135856b47af4"
"dcccdab42","2024-02-05","PENDING","YES","Combat & Spells","ratkosrb","Move removal of auras with 'enter world cancels' interrupt flag.","dcccdab424857600b761154c2b94a8b81cb37291"
"8419b1c52","2024-02-05","PENDING","NO","General Systems","ratkosrb","Make bots prioritize higher level gear templates.","8419b1c52d4cfb48b43e07dd41012d7f7dab173f"
"c026a8dac","2024-02-05","PENDING","NO","General Systems","ratkosrb","Dark Strand Cultists and Enforcers were undead before patch 1.6.","c026a8daca6eaf15ef2628ad31a30ec9c0449d4b"
"24a0de2da","2024-02-05","PENDING","NO","General Systems","ratkosrb","Remove fungal bloom and spores when loatheb evades.","24a0de2da5e2419eab7d8a86c85b35ffb7b043fb"
"c499539e0","2024-02-02","PENDING","YES","AI & Movement","ratkosrb","Pick random gear template if multiple are available for same role.","c499539e091cd4a2244c855319c29ae8c77db5e6"
"8ab331a9e","2024-02-02","PENDING","YES","Crashes & Security","ratkosrb","Fix crash upon loading invalid auction house id.","8ab331a9e39427f7ef7c71ee7bd92af6d38aa926"
"818024324","2024-02-01","PENDING","NO","General Systems","ratkosrb","Dispatch Commander Metz should finish Writ of Safe Passage.","818024324e58248dc7e034e65cfe3565daca0113"
"66688ed98","2024-02-01","PENDING","YES","AI & Movement","ratkosrb","Fix default movement being reset after charge.","66688ed98a353033e43356cf784f55456ae1544e"
"50558a0dd","2024-02-01","PENDING","YES","General Systems","ratkosrb","Fix gossip when mule dies.","50558a0dd218a777fcb908c31953c7e370cf0ddc"
"2ab1c05e7","2024-02-01","PENDING","YES","Encounters & World","ratkosrb","Add script for Guard Didier.","2ab1c05e70dd513effbe9cbec4bfad0341541691"
"0519d650f","2024-01-31","PENDING","NO","General Systems","Ilya","Copy item enchants when cloning party bots (#2478)","0519d650fa11d5671328b6e605d97da33445072e"
"863d7e897","2024-01-31","PENDING","YES","Bounds & Exploits","ratkosrb","Guard bound instances behind mutex.","863d7e8974b614bd4371825c6299d97928d1a9e9"
"36a4c36a0","2024-01-31","PENDING","YES","Encounters & World","ratkosrb","Fix Noxxion not being lootable.","36a4c36a00cfb4cd073a8143af1bc279874c3bf1"
"3de7fc330","2024-01-31","PENDING","YES","Combat & Spells","ratkosrb","Fix SetHealthPercent causing bugged alive state.","3de7fc330a4a019c819a7939749d4dbfbdf545d4"
"632503cfe","2024-01-29","PENDING","YES","Encounters & World","ratkosrb","Send master loot list each time someone opens loot window.","632503cfe11c98bc82a1a98cddd17b3607ab22d5"
"2a0ec6dba","2024-01-29","PENDING","YES","Combat & Spells","ratkosrb","Implement weapon based parry auras.","2a0ec6dbac10f3c9fce88540ebd83c61cd13ec64"
"dba1d17b2","2024-01-29","PENDING","YES","Encounters & World","ratkosrb","Define order of events when Overlord Mok'Morokk reaches 30% HP.","dba1d17b2a1fdd5757ac49d92b363001a6d517d7"
"f59a27a24","2024-01-29","PENDING","YES","Encounters & World","Daribon","Update migration scripts to use UTC. (#2460)","f59a27a2430e9933a3425e999c4ef0d90a79d14b"
"d449d2f2f","2024-01-28","PENDING","YES","Combat & Spells","Shiyo","Correct wrong Immolate spell used by Lord Alexei Barov (#2469)","d449d2f2f9583efd2cc1b247935c26952ed0c780"
"84f101970","2024-01-28","PENDING","YES","Encounters & World","ratkosrb","Prevent pulling some Naxx bosses out of their rooms.","84f101970607a3d02e08d51aa6549033c76eacf2"
"cb9a59036","2024-01-26","PENDING","NO","General Systems","Ilya","Do not add a mark if it already exists. (#2456)","cb9a590361484ccaac7701a412005875049bac6f"
"6dea13cad","2024-01-26","PENDING","YES","Core Architecture","ratkosrb","Skip chat command if player is not in world.","6dea13cadc026b740b0856abab639887356a75fa"
"b7c616ada","2024-01-26","PENDING","YES","General Systems","ratkosrb","Check `deleted_account` for NULL in DeleteOldCharacters.","b7c616ada984c74a4bfadbdcefa261535f9325ea"
"81aa97a29","2024-01-26","PENDING","YES","AI & Movement","ratkosrb","Followup to previous commit.","81aa97a296492b4f535bd16ffb45a5b4426940b7"
"70a1f00e7","2024-01-26","PENDING","NO","General Systems","ratkosrb","This packet does not exist in earlier clients.","70a1f00e7aa93866e1055bc96cd80f0578fce1ae"
"6d2a0f9c9","2024-01-26","PENDING","NO","General Systems","ratkosrb","Remove not needed include.","6d2a0f9c90a1c08dafe8caa91e14aecdff27fd64"
"b4590b296","2024-01-26","PENDING","YES","Combat & Spells","ratkosrb","Fix channel animation when recasting channeled spell.","b4590b296bee93e8a6af3c98f93558023c415b7f"
"824eaa7bf","2024-01-25","PENDING","NO","General Systems","ratkosrb","Increase inDist limit to 5 yards.","824eaa7bfc2200624ef8fa58559470dad6627614"
